nct_id,results_due,has_results,pending_results,any_results,overdue,reported_late,available_completion_date,due_date,first_results_submission,sponsor,sponsor_type,sponsor_class,industry_collab,us_gov_collab,phase_cat,phase,terminated,start_year,full_completion,contains_drug,contains_biological,contains_device,contains_diagnostic,contains_radiation,contains_combi_product,contains_genetic,contains_us_loc,act_flag,included_pact_flag,sponsored_trials
NCT02572817,1,1,0,1,0,0,2018-04-26,2019-04-26,2019-04-24,National Institute of Allergy and Infectious Diseases (NIAID),NIH,2,0,0,3.0,Phase 3,0,2015.0,1,0,1,0,0,0,0,0,0,0,1,2133
NCT02574520,0,0,0,0,0,0,2017-06-30,2018-06-30,,Durect,Industry,1,0,0,3.0,Phase 3,0,2015.0,1,1,0,0,0,0,0,0,0,0,1,11
NCT02574728,0,0,0,0,0,0,2020-06-30,2021-06-30,,Emory University,Other,0,0,0,1.0,Phase 2,0,2015.0,0,1,0,0,0,0,0,0,0,0,1,947
NCT02575950,0,1,0,1,0,1,2017-04-30,2018-04-30,2018-12-27,LEO Pharma,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,171
NCT02581059,1,0,0,0,1,0,2018-06-22,2019-06-22,,Rodwige J. Desnoyers,Other,0,1,0,1.0,Phase 2,1,2016.0,1,1,0,0,0,0,0,0,0,0,1,1
NCT02582749,1,1,0,1,0,1,2017-09-14,2018-09-14,2019-05-15,"Ajjai Alva, MD",Other,0,1,0,1.0,Phase 2,1,2016.0,1,1,0,0,0,1,0,0,0,0,1,2
NCT02584309,0,0,0,0,0,0,2023-10-31,2024-10-31,,Washington University School of Medicine,Other,0,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1151
NCT02584959,1,1,0,1,0,0,2017-07-24,2018-07-24,2018-07-17,Shire,Industry,1,0,0,3.0,Phase 3,0,2015.0,1,1,0,0,0,0,0,0,1,0,1,342
NCT02586805,1,1,0,1,0,0,2017-04-13,2018-04-13,2018-03-20,Shire,Industry,1,1,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,342
NCT02589145,0,0,0,0,0,0,2019-04-08,2020-04-08,,M.D. Anderson Cancer Center,Other,0,1,0,0.0,Phase 1/Phase 2,1,2016.0,1,1,0,0,0,0,0,0,0,0,1,2066
NCT02590393,0,0,0,0,0,0,2021-01-01,2022-01-01,,Duke University,Other,0,0,1,3.0,Phase 3,0,2019.0,0,0,0,0,0,0,1,0,0,1,0,1342
NCT02591355,0,0,0,0,0,0,2019-04-30,2020-04-30,,Regen Lab SA,Industry,1,1,0,5.0,,0,2017.0,1,0,0,1,0,0,0,0,0,1,0,8
NCT02592473,0,0,0,0,0,0,2021-11-30,2022-11-30,,University of Virginia,Other,0,1,0,5.0,,0,2015.0,0,0,0,1,0,0,0,0,0,0,1,402
NCT02594163,1,1,0,1,0,0,2017-09-30,2018-09-30,2018-09-13,"Seattle Genetics, Inc.",Industry,1,0,0,1.0,Phase 2,1,2015.0,1,1,0,0,0,0,0,0,1,0,1,77
NCT02595944,0,0,0,0,0,0,2024-07-01,2025-07-01,,National Cancer Institute (NCI),NIH,2,0,0,3.0,Phase 3,0,2016.0,0,0,1,0,0,0,0,0,0,0,1,3004
NCT02601833,0,0,0,0,0,0,2020-12-31,2021-12-31,,University of Michigan,Other,0,0,0,3.0,Phase 3,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,934
NCT02605083,0,0,0,0,0,0,2019-01-11,2020-01-11,,Effector Therapeutics,Industry,1,0,0,0.0,Phase 1/Phase 2,1,2015.0,1,1,0,0,0,0,0,0,0,0,1,6
NCT02613364,0,0,0,0,0,0,2020-11-30,2021-11-30,,Gary Morrow,Other,0,0,1,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,23
NCT02614066,0,0,0,0,0,0,2020-01-31,2021-01-31,,"Kite, A Gilead Company",Industry,1,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,1,0,0,0,0,0,1,0,1,14
NCT02614287,0,1,0,1,0,1,2017-05-12,2018-05-12,2018-08-23,Eli Lilly and Company,Industry,1,0,0,3.0,Phase 3,0,2015.0,1,1,0,0,0,0,0,0,1,0,1,1512
NCT02616783,1,1,0,1,0,0,2018-02-21,2019-02-21,2019-01-31,Gilead Sciences,Industry,1,0,0,3.0,Phase 3,0,2015.0,1,1,0,0,0,0,0,0,2,0,1,510
NCT02620865,0,0,0,0,0,0,2020-12-31,2021-12-31,,Barbara Ann Karmanos Cancer Institute,Other,0,0,1,0.0,Phase 1/Phase 2,0,2015.0,0,1,1,0,0,0,0,0,0,0,1,134
NCT02623075,0,0,0,0,0,0,2019-10-31,2020-10-31,,Northwestern University,Other,0,0,0,0.0,Phase 1/Phase 2,0,2015.0,0,0,1,0,0,0,0,0,0,0,1,925
NCT02623205,0,0,0,0,0,0,2019-05-31,2020-05-31,,Stony Brook University,Other,0,0,0,4.0,Phase 4,0,2015.0,1,1,0,0,0,0,0,0,0,0,1,119
NCT02623959,1,1,0,1,0,1,2017-05-23,2018-05-23,2019-04-16,M.D. Anderson Cancer Center,Other,0,0,0,4.0,Phase 4,1,2016.0,1,1,0,0,0,0,0,0,0,0,1,2066
NCT02625909,0,0,0,0,0,0,2019-08-31,2020-08-31,,Kirby Institute,Other,0,0,0,3.0,Phase 3,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,67
NCT02628743,0,1,0,1,0,0,2018-12-18,2019-12-18,2019-06-12,Hoffmann-La Roche,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,2,0,1,1731
NCT02633501,1,1,0,1,0,0,2018-01-31,2019-01-31,2019-01-31,Guerbet,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,1,0,0,0,0,1,0,1,34
NCT02636868,1,0,0,0,1,0,2017-07-31,2018-07-31,,Windtree Therapeutics,Industry,1,0,0,1.0,Phase 2,0,2015.0,1,1,0,0,0,0,0,0,1,0,1,9
NCT02639286,0,0,0,0,0,0,2019-12-31,2020-12-31,,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,2,0,0,1.0,Phase 2,0,2015.0,0,1,0,0,0,0,0,0,0,0,1,495
NCT02640807,1,0,0,0,1,0,2018-08-27,2019-08-27,,Revimmune,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,2
NCT02641392,1,1,0,1,0,1,2018-01-04,2019-01-04,2019-01-08,Celgene,Industry,1,0,0,3.0,Phase 3,1,2016.0,1,1,0,0,0,0,0,0,1,0,1,306
NCT02643290,1,0,0,0,1,0,2017-01-31,2018-01-31,,Aspen Medical Products,Other,0,0,0,5.0,,0,2015.0,1,0,0,1,0,0,0,0,3,0,1,3
NCT02644941,0,0,0,0,0,0,2019-03-25,2020-03-25,,"Humacyte, Inc.",Industry,1,0,0,3.0,Phase 3,0,2016.0,0,0,1,1,0,0,0,0,1,0,1,8
NCT02645409,1,0,1,1,0,1,2018-03-20,2019-03-20,2019-08-21,Chandru Sundaram,Other,0,0,0,5.0,,0,2015.0,1,1,0,1,0,0,0,0,0,0,1,1
NCT02647359,0,0,0,0,0,0,2022-02-21,2023-02-21,,PTC Therapeutics,Industry,1,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,42
NCT02647892,0,0,0,0,0,0,2018-12-31,2019-12-31,,University of Nebraska,Other,0,0,0,4.0,Phase 4,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,327
NCT02648997,0,0,0,0,0,0,2020-02-29,2021-02-28,,Dana-Farber Cancer Institute,Other,0,1,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,1,0,0,0,0,1,647
NCT02649439,0,0,0,0,0,0,2020-01-01,2021-01-01,,National Cancer Institute (NCI),NIH,2,0,0,1.0,Phase 2,0,2015.0,0,0,1,0,0,0,0,0,0,0,1,3004
NCT02653742,1,0,0,0,1,0,2017-12-31,2018-12-31,,Anica Crnkovic,Other,0,0,0,4.0,Phase 4,0,2015.0,1,1,0,0,0,0,0,0,0,0,1,1
NCT02654509,0,0,0,0,0,0,2021-02-28,2022-02-28,,U.S. Army Medical Research and Development Command,U.S. Fed,2,0,0,1.0,Phase 2,0,2008.0,0,0,1,0,0,0,0,0,0,0,1,136
NCT02658279,0,0,0,0,0,0,2020-01-31,2021-01-31,,Memorial Sloan Kettering Cancer Center,Other,0,1,0,5.0,,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1432
NCT02658656,0,0,0,0,0,0,2021-03-31,2022-03-31,,VA Office of Research and Development,U.S. Fed,2,0,0,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,1012
NCT02659020,0,0,0,0,0,0,2019-12-31,2020-12-31,,Eli Lilly and Company,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,1512
NCT02662634,1,0,0,0,1,0,2018-03-31,2019-03-31,,"GU Research Network, LLC",Other,0,0,0,1.0,Phase 2,0,2016.0,1,1,1,0,0,1,0,0,0,0,1,2
NCT02667886,0,0,0,0,0,0,2019-03-31,2020-03-31,,X4 Pharmaceuticals,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,7
NCT02669251,0,0,0,0,0,0,2020-09-30,2021-09-30,,National Cancer Institute (NCI),NIH,2,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,3004
NCT02670707,0,0,0,0,0,0,2021-01-31,2022-01-31,,Baylor College of Medicine,Other,0,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,518
NCT02670837,0,0,0,0,0,0,2020-06-30,2021-06-30,,"Masonic Cancer Center, University of Minnesota",Other,0,0,0,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,218
NCT02673203,0,0,0,0,0,0,2018-11-30,2019-11-30,,Yale University,Other,0,0,1,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,1053
NCT02678000,0,0,0,0,0,0,2018-10-11,2019-10-11,,Novartis Pharmaceuticals,Industry,1,0,0,1.0,Phase 2,0,2017.0,1,1,0,0,0,0,0,0,1,1,0,1895
NCT02678130,1,0,0,0,1,0,2018-06-30,2019-06-30,,"Vertebral Technologies, Inc.",Industry,1,0,0,4.0,Phase 4,0,2015.0,1,0,0,1,0,0,0,0,0,0,1,3
NCT02678377,0,0,0,0,0,0,2019-09-30,2020-09-30,,Northwestern University,Other,0,0,0,4.0,Phase 4,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,925
NCT02681809,0,0,0,0,0,0,2019-12-31,2020-12-31,,ThromboGenics,Industry,1,0,0,1.0,Phase 2,0,2015.0,0,1,0,0,0,0,0,0,1,0,1,28
NCT02682264,0,0,0,0,0,0,2018-08-31,2019-08-31,,Cassiopea SpA,Industry,1,0,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,5
NCT02682901,0,0,0,0,0,0,2018-12-31,2019-12-31,,Eastern Virginia Medical School,Other,0,0,0,4.0,Phase 4,0,2015.0,1,1,0,0,0,0,0,0,0,0,1,33
NCT02683265,1,0,0,0,1,0,2017-03-31,2018-03-31,,"Rhodes Pharmaceuticals, L.P.",Industry,1,0,0,4.0,Phase 4,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,11
NCT02683889,0,0,1,1,0,0,2020-08-31,2021-08-31,2019-08-06,Georgetown University,Other,0,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,214
NCT02684253,0,0,0,0,0,0,2020-02-29,2021-02-28,,Memorial Sloan Kettering Cancer Center,Other,0,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,1,0,0,0,0,1,1432
NCT02685709,0,0,0,0,0,0,2020-08-31,2021-08-31,,"Chiasma, Inc.",Industry,1,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,3
NCT02686138,0,0,0,0,0,0,2017-08-31,2018-08-31,,Ardelyx,Industry,1,0,0,3.0,Phase 3,0,2015.0,1,1,0,0,0,0,0,0,0,0,1,22
NCT02688608,0,0,0,0,0,0,2019-10-31,2020-10-31,,University of Texas Southwestern Medical Center,Other,0,1,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,626
NCT02691923,0,0,0,0,0,0,2020-06-30,2021-06-30,,David W. Roberts,Other,0,1,1,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,3
NCT02693275,1,0,0,0,1,0,2017-03-31,2018-03-31,,Pearson/Clinical Assessment,Industry,1,0,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,2
NCT02696798,0,0,0,0,0,0,2018-05-18,2019-05-18,,Eli Lilly and Company,Industry,1,0,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,1512
NCT02700919,1,0,0,0,1,0,2017-11-08,2018-11-08,,Mereo BioPharma,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,10
NCT02701634,1,1,0,1,0,0,2017-12-19,2018-12-19,2018-12-05,Gilead Sciences,Industry,1,0,0,1.0,Phase 2,1,2016.0,1,1,0,0,0,0,0,0,1,0,1,510
NCT02702999,1,1,0,1,0,0,2017-08-31,2018-08-31,2018-07-11,"The University of Texas Health Science Center, Houston",Other,0,0,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,490
NCT02704403,0,0,0,0,0,0,2021-12-31,2022-12-31,,Genfit,Industry,1,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,15
NCT02708095,1,1,0,1,0,0,2017-10-12,2018-10-12,2018-09-28,Eli Lilly and Company,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,1512
NCT02713607,0,0,0,0,0,0,2027-01-31,2028-01-31,,"University of California, Davis",Other,0,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,530
NCT02714595,0,0,0,0,0,0,2019-04-01,2020-04-01,,Shionogi,Industry,1,0,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,38
NCT02715804,0,0,0,0,0,0,2019-11-30,2020-11-30,,Halozyme Therapeutics,Industry,1,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,32
NCT02718833,0,0,0,0,0,0,2020-09-30,2021-09-30,,Massachusetts General Hospital,Other,0,1,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1699
NCT02720627,0,0,0,0,0,0,2018-03-21,2019-03-21,,Cassiopea SpA,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,5
NCT02722408,1,0,0,0,1,0,2017-04-30,2018-04-30,,"Gemphire Therapeutics, Inc.",Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,10
NCT02723162,0,0,0,0,0,0,2020-06-30,2021-06-30,,Medical University of South Carolina,Other,0,0,0,5.0,,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,511
NCT02726945,1,1,0,1,0,1,2018-04-01,2019-04-01,2019-05-29,The GID Group,Industry,1,0,0,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,3
NCT02727660,1,0,1,1,0,1,2018-03-30,2019-03-30,2019-05-22,"Pearl Therapeutics, Inc.",Industry,1,0,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,42
NCT02729701,0,0,0,0,0,0,2019-06-30,2020-06-30,,University of Kansas Medical Center,Other,0,1,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,219
NCT02730546,0,0,0,0,0,0,2021-04-15,2022-04-15,,Mayo Clinic,Other,0,0,1,0.0,Phase 1/Phase 2,0,2016.0,0,1,1,0,0,1,0,0,0,0,1,1898
NCT02732184,0,0,0,0,0,0,2017-12-31,2018-12-31,,Aeglea Biotherapeutics,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,6
NCT02734290,0,0,0,0,0,0,2021-05-31,2022-05-31,,Providence Health & Services,Other,0,1,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,55
NCT02734693,0,0,0,0,0,0,2017-02-28,2018-02-28,,Sunovion,Industry,1,0,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,134
NCT02735252,0,0,0,0,0,0,2023-12-31,2024-12-31,,"University of California, San Francisco",Other,0,1,0,5.0,,0,2016.0,0,0,0,0,0,0,0,0,0,0,1,1443
NCT02736695,0,0,0,0,0,0,2022-06-01,2023-06-01,,Mayo Clinic,Other,0,0,0,5.0,,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1898
NCT02736968,0,0,0,0,0,0,2020-05-31,2021-05-31,,National Institute of Allergy and Infectious Diseases (NIAID),NIH,2,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,2,0,1,2133
NCT02737306,0,0,0,0,0,0,2019-12-31,2020-12-31,,"CytoDyn, Inc.",Industry,1,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,14
NCT02737436,1,0,0,0,1,0,2017-04-30,2018-04-30,,Baylor College of Medicine,Other,0,0,0,5.0,,0,2010.0,1,1,0,0,0,0,0,0,0,0,1,518
NCT02739412,0,0,0,0,0,0,2019-11-30,2020-11-30,,Beth Israel Deaconess Medical Center,Other,0,0,0,1.0,Phase 2,0,2016.0,0,0,1,0,0,0,0,0,0,0,1,377
NCT02739620,0,0,0,0,0,0,2019-03-31,2020-03-31,,University of Vermont,Other,0,0,0,0.0,Phase 1/Phase 2,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,155
NCT02740582,0,0,0,0,0,0,2019-09-01,2020-09-01,,"University of California, San Francisco",Other,0,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1443
NCT02741193,0,0,0,0,0,0,2019-06-30,2020-06-30,,NYU Langone Health,Other,0,0,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,869
NCT02745145,1,1,0,1,0,0,2018-05-30,2019-05-30,2019-05-29,"EMD Serono Research & Development Institute, Inc.",Industry,1,1,0,1.0,Phase 2,1,2016.0,1,1,0,0,0,0,0,0,1,0,1,42
NCT02747186,1,1,0,1,0,0,2017-12-31,2018-12-31,2018-10-11,"University of North Carolina, Chapel Hill",Other,0,0,0,5.0,,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,910
NCT02748525,1,1,0,1,0,0,2018-06-14,2019-06-14,2019-06-13,"The University of Texas Health Science Center, Houston",Other,0,0,0,4.0,Phase 4,0,2016.0,1,0,1,0,0,0,0,0,0,0,1,490
NCT02749201,1,0,1,1,0,1,2017-04-30,2018-04-30,2018-11-14,Maimonides Medical Center,Other,0,1,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,46
NCT02750319,0,0,0,0,0,0,2020-04-30,2021-04-30,,Memorial Sloan Kettering Cancer Center,Other,0,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1432
NCT02754141,0,0,0,0,0,0,2020-11-15,2021-11-15,,Bristol-Myers Squibb,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,0,1,0,0,0,0,0,1,0,1,1104
NCT02754440,1,1,0,1,0,0,2017-07-28,2018-07-28,2018-04-09,Terumo BCT,Industry,1,0,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,12
NCT02757885,0,0,0,0,0,0,2020-12-31,2021-12-31,,Emory University,Other,0,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,1,0,0,0,0,1,947
NCT02762708,0,0,0,0,0,0,2019-12-31,2020-12-31,,Mayo Clinic,Other,0,0,0,5.0,,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1898
NCT02762929,0,0,0,0,0,0,2017-02-28,2018-02-28,,Heron Therapeutics,Industry,1,0,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,18
NCT02764489,0,0,0,0,0,0,2021-03-30,2022-03-30,,Baxalta now part of Shire,Industry,1,1,0,3.0,Phase 3,0,2019.0,0,0,1,0,0,0,0,0,2,1,0,107
NCT02766673,1,1,0,1,0,0,2018-06-30,2019-06-30,2019-04-22,Children's Hospital of Philadelphia,Other,0,0,0,5.0,,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,324
NCT02767427,1,1,0,1,0,0,2018-05-31,2019-05-31,2019-05-17,Columbia University,Other,0,0,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,675
NCT02768402,0,0,0,0,0,0,2023-09-30,2024-09-30,,Caisson Interventional LLC,Industry,1,0,0,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,2
NCT02769962,0,0,0,0,0,0,2022-07-01,2023-07-01,,National Cancer Institute (NCI),NIH,2,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,3004
NCT02771210,0,0,0,0,0,0,2020-01-08,2021-01-08,,Novartis Pharmaceuticals,Industry,1,0,0,3.0,Phase 3,0,2016.0,0,1,1,0,0,0,0,0,2,0,1,1895
NCT02772276,0,0,0,0,0,0,2019-10-31,2020-10-31,,MediBeacon,Industry,1,0,0,1.0,Phase 2,0,2016.0,0,1,0,1,0,0,0,0,0,0,1,6
NCT02779543,1,1,0,1,0,0,2018-07-30,2019-07-30,2018-12-10,Weill Medical College of Cornell University,Other,0,0,0,5.0,,0,2018.0,1,0,0,1,0,0,0,0,0,1,0,586
NCT02781506,0,0,0,0,0,0,2020-12-31,2021-12-31,,University of Texas Southwestern Medical Center,Other,0,0,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,1,0,0,0,0,1,626
NCT02784106,1,1,0,1,0,0,2017-04-30,2018-04-30,2018-04-30,"EMD Serono Research & Development Institute, Inc.",Industry,1,1,0,1.0,Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,42
NCT02785913,1,1,0,1,0,1,2017-06-30,2018-06-30,2018-07-13,Southwest Oncology Group,Other,0,0,1,1.0,Phase 2,0,2014.0,0,1,0,0,0,0,0,0,1,0,1,288
NCT02791893,0,0,0,0,0,0,2019-10-01,2020-10-01,,Benjamin Natelson,Other,0,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,0,1,0,1
NCT02793635,1,0,0,0,1,0,2018-03-31,2019-03-31,,Parker Hannifin Corporation,Industry,1,0,0,5.0,,0,2016.0,1,0,0,1,0,0,0,0,0,0,1,3
NCT02796859,0,0,0,0,0,0,2019-11-30,2020-11-30,,Brian Miller,Other,0,0,0,0.0,Phase 1/Phase 2,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,3
NCT02797184,0,0,0,0,0,0,2023-12-31,2024-12-31,,Washington University School of Medicine,Other,0,0,0,0.0,Phase 1/Phase 2,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,1151
NCT02797262,0,0,0,0,0,0,2020-07-31,2021-07-31,,"University of California, Los Angeles",Other,0,0,0,5.0,,0,2015.0,0,0,0,1,0,0,0,0,0,0,1,692
NCT02798120,0,0,0,0,0,0,2017-04-30,2018-04-30,,"Novan, Inc.",Industry,1,1,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,20
NCT02798471,0,0,0,0,0,0,2020-12-31,2021-12-31,,"Daiichi Sankyo, Inc.",Industry,1,0,0,3.0,Phase 3,0,2017.0,0,1,0,0,0,0,0,0,1,1,0,207
NCT02799745,0,0,0,0,0,0,2020-08-31,2021-08-31,,"Astellas Pharma Global Development, Inc.",Industry,1,1,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,135
NCT02802020,0,0,0,0,0,0,2021-03-31,2022-03-31,,Boston Scientific Corporation,Industry,1,0,0,5.0,,0,2017.0,0,0,0,1,0,0,0,0,1,1,0,340
NCT02802423,0,0,0,0,0,0,2021-10-30,2022-10-30,,"BioLite, Inc.",Industry,1,0,0,0.0,Phase 1/Phase 2,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,6
NCT02807636,0,0,0,0,0,0,2020-11-17,2021-11-17,,Hoffmann-La Roche,Industry,1,0,0,3.0,Phase 3,0,2016.0,0,1,0,0,0,0,0,0,1,0,1,1731
NCT02809118,1,0,0,0,1,0,2018-02-28,2019-02-28,,"Auris Medical, Inc.",Industry,1,0,0,3.0,Phase 3,1,2016.0,1,1,0,0,0,0,0,0,1,0,1,4
NCT02810444,0,0,0,0,0,0,2020-03-31,2021-03-31,,Biotest,Industry,1,0,0,3.0,Phase 3,0,2016.0,0,0,1,0,0,0,0,0,1,0,1,10
NCT02812225,0,0,0,0,0,0,2019-12-31,2020-12-31,,"Jan Medical, Inc.",Industry,1,0,0,5.0,,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,11
NCT02815540,0,0,0,0,0,0,2018-12-01,2019-12-01,,Gillette Children's Specialty Healthcare,Other,0,0,0,0.0,Phase 1/Phase 2,1,2017.0,1,1,0,0,0,0,0,0,0,1,0,14
NCT02817841,0,0,0,0,0,0,2018-10-16,2019-10-16,,Estetra,Industry,1,1,0,3.0,Phase 3,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,10
NCT02818569,1,0,1,1,0,1,2018-06-30,2019-06-30,2019-08-15,Massachusetts General Hospital,Other,0,0,0,0.0,Phase 1/Phase 2,0,2016.0,1,1,0,0,0,0,0,0,0,0,1,1699
NCT02818894,0,0,0,0,0,0,2019-11-30,2020-11-30,,Emory University,Other,0,0,0,5.0,,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,947
NCT02819843,0,0,0,0,0,0,2020-06-30,2021-06-30,,Memorial Sloan Kettering Cancer Center,Other,0,1,0,1.0,Phase 2,0,2016.0,0,1,0,0,0,1,0,0,0,0,1,1432
NCT02823574,0,0,0,0,0,0,2019-01-23,2020-01-23,,Bristol-Myers Squibb,Industry,1,0,0,1.0,Phase 2,0,2016.0,0,0,1,0,0,0,0,0,1,0,1,1104
NCT02828124,1,1,0,1,0,0,2018-01-08,2019-01-08,2019-01-07,Bristol-Myers Squibb,Industry,1,0,0,0.0,Phase 1/Phase 2,1,2016.0,1,0,1,0,0,0,0,0,2,0,1,1104
NCT02829723,0,0,0,0,0,0,2019-06-19,2020-06-19,,Novartis Pharmaceuticals,Industry,1,0,0,0.0,Phase 1/Phase 2,0,2016.0,1,1,0,0,0,0,0,0,1,0,1,1895
NCT02829944,0,0,0,0,0,0,2019-03-31,2020-03-31,,Duke University,Other,0,0,0,4.0,Phase 4,0,2016.0,0,1,0,0,0,0,0,0,0,0,1,1342
NCT02830204,0,0,0,0,0,0,2019-12-31,2020-12-31,,Baylor Research Institute,Other,0,1,0,0.0,Phase 1/Phase 2,0,2016.0,0,0,0,1,0,0,0,0,0,0,1,131
NCT02836470,0,0,0,0,0,0,2020-04-30,2021-04-30,,"Leading BioSciences, Inc",Industry,1,0,0,1.0,Phase 2,0,2019.0,0,1,0,0,0,0,0,0,3,1,0,2
NCT02836899,0,0,0,0,0,0,2020-12-31,2021-12-31,,Massachusetts General Hospital,Other,0,0,1,3.0,Phase 3,0,2017.0,0,1,0,0,0,0,0,0,0,1,0,1699
NCT02841891,1,0,0,0,1,0,2018-08-13,2019-08-13,,"Cohera Medical, Inc.",Industry,1,0,0,5.0,,1,2016.0,1,0,0,1,0,0,0,0,0,0,1,9
